areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2020-06-17,914,236489,914,236489,,
nation,England,E92000001,2020-06-16,996,235575,996,235575,,
nation,England,E92000001,2020-06-15,944,234579,944,234579,,
nation,England,E92000001,2020-06-14,752,233635,752,233635,,
nation,England,E92000001,2020-06-13,785,232883,785,232883,,
nation,England,E92000001,2020-06-12,938,232098,938,232098,,
nation,England,E92000001,2020-06-11,915,231160,915,231160,,
nation,England,E92000001,2020-06-10,1086,230245,1086,230245,,
nation,England,E92000001,2020-06-09,1066,229159,1066,229159,,
nation,England,E92000001,2020-06-08,990,228093,990,228093,,
nation,England,E92000001,2020-06-07,668,227103,668,227103,,
nation,England,E92000001,2020-06-06,723,226435,723,226435,,
nation,England,E92000001,2020-06-05,1020,225712,1020,225712,,
nation,England,E92000001,2020-06-04,1147,224692,1147,224692,,
nation,England,E92000001,2020-06-03,1251,223545,1251,223545,,
nation,England,E92000001,2020-06-02,1365,222294,1365,222294,,
nation,England,E92000001,2020-06-01,1319,220929,1319,220929,,
nation,England,E92000001,2020-05-31,984,219610,984,219610,,
nation,England,E92000001,2020-05-30,1010,218626,1010,218626,,
nation,England,E92000001,2020-05-29,1374,217616,1374,217616,,
nation,England,E92000001,2020-05-28,1575,216242,1575,216242,,
nation,England,E92000001,2020-05-27,1616,214667,1616,214667,,
nation,England,E92000001,2020-05-26,1461,213051,1461,213051,,
nation,England,E92000001,2020-05-25,1389,211590,1389,211590,,
nation,England,E92000001,2020-05-24,1206,210201,1206,210201,,
nation,England,E92000001,2020-05-23,1309,208995,1309,208995,,
nation,England,E92000001,2020-05-22,1798,207686,1798,207686,,
nation,England,E92000001,2020-05-21,2277,205888,2277,205888,,
nation,England,E92000001,2020-05-20,2359,203611,2359,203611,,
nation,England,E92000001,2020-05-19,2602,201252,2602,201252,,
nation,England,E92000001,2020-05-18,2226,198650,2226,198650,,
nation,England,E92000001,2020-05-17,1593,196424,1593,196424,,
nation,England,E92000001,2020-05-16,1781,194831,1781,194831,,
nation,England,E92000001,2020-05-15,2145,193050,2145,193050,,
nation,England,E92000001,2020-05-14,2222,190905,2222,190905,,
nation,England,E92000001,2020-05-13,2899,188683,2899,188683,,
nation,England,E92000001,2020-05-12,2940,185784,2940,185784,,
nation,England,E92000001,2020-05-11,3088,182844,3088,182844,,
nation,England,E92000001,2020-05-10,2013,179756,2013,179756,,
nation,England,E92000001,2020-05-09,1797,177743,1797,177743,,
nation,England,E92000001,2020-05-08,2622,175946,2622,175946,,
nation,England,E92000001,2020-05-07,3205,173324,3205,173324,,
nation,England,E92000001,2020-05-06,3264,170119,3264,170119,,
nation,England,E92000001,2020-05-05,3148,166855,3148,166855,,
nation,England,E92000001,2020-05-04,2851,163707,2851,163707,,
nation,England,E92000001,2020-05-03,2648,160856,2648,160856,,
nation,England,E92000001,2020-05-02,2762,158208,2762,158208,,
nation,England,E92000001,2020-05-01,4109,155446,4109,155446,,
nation,England,E92000001,2020-04-30,4314,151337,4314,151337,,
nation,England,E92000001,2020-04-29,4737,147023,4737,147023,,
nation,England,E92000001,2020-04-28,4113,142286,4113,142286,,
nation,England,E92000001,2020-04-27,4056,138173,4056,138173,,
nation,England,E92000001,2020-04-26,3137,134117,3137,134117,,
nation,England,E92000001,2020-04-25,3381,130980,3381,130980,,
nation,England,E92000001,2020-04-24,4352,127599,4352,127599,,
nation,England,E92000001,2020-04-23,4575,123247,4575,123247,,
nation,England,E92000001,2020-04-22,4812,118672,4812,118672,,
nation,England,E92000001,2020-04-21,3995,113860,3995,113860,,
nation,England,E92000001,2020-04-20,3698,109865,3698,109865,,
nation,England,E92000001,2020-04-19,3494,106167,3494,106167,,
nation,England,E92000001,2020-04-18,4142,102673,4142,102673,,
nation,England,E92000001,2020-04-17,4088,98531,4088,98531,,
nation,England,E92000001,2020-04-16,4360,94443,4360,94443,,
nation,England,E92000001,2020-04-15,4240,90083,4240,90083,,
nation,England,E92000001,2020-04-14,3568,85843,3568,85843,,
nation,England,E92000001,2020-04-13,3463,82275,3463,82275,,
nation,England,E92000001,2020-04-12,2958,78812,2958,78812,,
nation,England,E92000001,2020-04-11,3085,75854,3085,75854,,
nation,England,E92000001,2020-04-10,3590,72769,3590,72769,,
nation,England,E92000001,2020-04-09,4076,69179,4076,69179,,
nation,England,E92000001,2020-04-08,4315,65103,4315,65103,,
nation,England,E92000001,2020-04-07,4605,60788,4605,60788,,
nation,England,E92000001,2020-04-06,4407,56183,4407,56183,,
nation,England,E92000001,2020-04-05,3094,51776,3094,51776,,
nation,England,E92000001,2020-04-04,3405,48682,3405,48682,,
nation,England,E92000001,2020-04-03,4102,45277,4102,45277,,
nation,England,E92000001,2020-04-02,4097,41175,4097,41175,,
nation,England,E92000001,2020-04-01,4150,37078,4150,37078,,
nation,England,E92000001,2020-03-31,3816,32928,3816,32928,,
nation,England,E92000001,2020-03-30,3514,29112,3514,29112,,
nation,England,E92000001,2020-03-29,2449,25598,2449,25598,,
nation,England,E92000001,2020-03-28,2379,23149,2379,23149,,
nation,England,E92000001,2020-03-27,2672,20770,2672,20770,,
nation,England,E92000001,2020-03-26,2633,18098,2633,18098,,
nation,England,E92000001,2020-03-25,2284,15465,2284,15465,,
nation,England,E92000001,2020-03-24,2042,13181,2042,13181,,
nation,England,E92000001,2020-03-23,2011,11139,2011,11139,,
nation,England,E92000001,2020-03-22,1213,9128,1213,9128,,
nation,England,E92000001,2020-03-21,1038,7915,1038,7915,,
nation,England,E92000001,2020-03-20,1095,6877,1095,6877,,
nation,England,E92000001,2020-03-19,934,5782,934,5782,,
nation,England,E92000001,2020-03-18,911,4848,911,4848,,
nation,England,E92000001,2020-03-17,683,3937,683,3937,,
nation,England,E92000001,2020-03-16,552,3254,552,3254,,
nation,England,E92000001,2020-03-15,398,2702,398,2702,,
nation,England,E92000001,2020-03-14,315,2304,315,2304,,
nation,England,E92000001,2020-03-13,401,1989,401,1989,,
nation,England,E92000001,2020-03-12,421,1588,421,1588,,
nation,England,E92000001,2020-03-11,358,1167,358,1167,,
nation,England,E92000001,2020-03-10,229,809,229,809,,
nation,England,E92000001,2020-03-09,127,580,127,580,,
nation,England,E92000001,2020-03-08,50,453,50,453,,
nation,England,E92000001,2020-03-07,55,403,55,403,,
nation,England,E92000001,2020-03-06,74,348,74,348,,
nation,England,E92000001,2020-03-05,46,274,46,274,,
nation,England,E92000001,2020-03-04,49,228,49,228,,
nation,England,E92000001,2020-03-03,52,179,52,179,,
nation,England,E92000001,2020-03-02,40,127,40,127,,
nation,England,E92000001,2020-03-01,18,87,18,87,,
nation,England,E92000001,2020-02-29,4,69,4,69,,
nation,England,E92000001,2020-02-28,11,65,11,65,,
nation,England,E92000001,2020-02-27,7,54,7,54,,
nation,England,E92000001,2020-02-26,1,47,1,47,,
nation,England,E92000001,2020-02-25,3,46,3,46,,
nation,England,E92000001,2020-02-24,2,43,2,43,,
nation,England,E92000001,2020-02-23,6,41,6,41,,
nation,England,E92000001,2020-02-22,0,35,0,35,,
nation,England,E92000001,2020-02-21,2,35,2,35,,
nation,England,E92000001,2020-02-20,0,33,0,33,,
nation,England,E92000001,2020-02-19,0,33,0,33,,
nation,England,E92000001,2020-02-18,0,33,0,33,,
nation,England,E92000001,2020-02-17,1,33,1,33,,
nation,England,E92000001,2020-02-16,0,32,0,32,,
nation,England,E92000001,2020-02-15,0,32,0,32,,
nation,England,E92000001,2020-02-14,0,32,0,32,,
nation,England,E92000001,2020-02-13,1,32,1,32,,
nation,England,E92000001,2020-02-12,1,31,1,31,,
nation,England,E92000001,2020-02-11,4,30,4,30,,
nation,England,E92000001,2020-02-10,1,26,1,26,,
nation,England,E92000001,2020-02-09,1,25,1,25,,
nation,England,E92000001,2020-02-08,3,24,3,24,,
nation,England,E92000001,2020-02-07,0,21,0,21,,
nation,England,E92000001,2020-02-06,0,21,0,21,,
nation,England,E92000001,2020-02-05,1,21,1,21,,
nation,England,E92000001,2020-02-04,0,20,0,20,,
nation,England,E92000001,2020-02-03,18,20,18,20,,
nation,England,E92000001,2020-02-02,1,2,1,2,,
nation,England,E92000001,2020-02-01,0,1,0,1,,
nation,England,E92000001,2020-01-31,0,1,0,1,,
nation,England,E92000001,2020-01-30,1,1,1,1,,
